,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
99574,99574,7FwBtcecmlpc1sLySPXeGE,['Bruce Springsteen'],Born In The U.S.A.,Dancing In the Dark,78,241306,False,0.527,0.942,1,-5.64,0,0.0366,0.0115,0.0,0.188,0.495,148.723,4,singer-songwriter
81038,81038,2rOnSn2piaqLAlYjtfUBlY,"['Tanishk Bagchi', 'Jubin Nautiyal', 'Asees Kaur']","Raataan Lambiyan (From ""Shershaah"")","Raataan Lambiyan (From ""Shershaah"")",78,230292,False,0.72,0.63,10,-5.549,1,0.0413,0.615,0.0,0.108,0.512,81.009,4,pop
20808,20808,5GkQIP5mWPi4KZLLXeuFTT,"['Ariana Grande', 'Doja Cat']",Positions,motive (with Doja Cat),78,167989,True,0.789,0.742,10,-5.664,0,0.0652,0.0681,0.0,0.166,0.661,116.965,4,dance
20810,20810,1rIKgCH4H52lrvDcz50hS8,['Zara Larsson'],So Good,Lush Life,78,201122,False,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4,dance
20813,20813,7t3Xdbufg7q2onVsR8RBdY,['Sam Smith'],Love Goes,Fire On Fire,78,246735,False,0.584,0.408,1,-7.356,0,0.0461,0.476,0.0,0.18,0.333,115.129,4,dance
20701,20701,1IIKrJVP1C9N7iPtG6eOsK,"['Chris Brown', 'Young Thug']",Slime & B,Go Crazy,78,176960,True,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,4,dance
20760,20760,017PF4Q3l4DBUiWoXk4OWT,['Dua Lipa'],Future Nostalgia,Break My Heart,78,221820,False,0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,4,dance
103712,103712,6IwKcFdiRQZOWeYNhUiWIv,['Alicia Keys'],As I Am (Expanded Edition),No One,78,253813,False,0.644,0.549,1,-5.415,0,0.0285,0.0209,8.85e-06,0.134,0.167,90.04,4,soul
51028,51028,5W7DOVGQLTigu09afW7QMT,['Sidhu Moose Wala'],Moosetape,295,78,270000,False,0.557,0.794,11,-5.698,0,0.2,0.179,0.0,0.106,0.432,91.366,4,hip-hop
20817,20817,6Pgkp4qUoTmJIPn7ReaGxL,"['Avicii', 'Sandro Cavazza']",AVĪCI (01),Without You (feat. Sandro Cavazza),78,181672,True,0.662,0.858,2,-4.844,1,0.0428,0.00163,0.0,0.0456,0.295,133.993,4,dance
56683,56683,5411TEB6tlzvuF5A4oyldr,['Mitski'],Bury Me At Makeout Creek,Francis Forever,78,149680,False,0.535,0.448,2,-9.167,1,0.0279,0.00262,1.94e-05,0.115,0.32,101.986,4,indie-pop
20858,20858,2qT1uLXPVPzGgFOx4jtEuo,['Ariana Grande'],Sweetener,no tears left to cry,78,205920,False,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,4,dance
81021,81021,4PwTeFfKqmR3XIeXXUBDOf,"['Sachet-Parampara', 'Sachet Tandon']","Maiyya Mainu (From ""Jersey"")","Maiyya Mainu (From ""Jersey"")",78,231575,False,0.63,0.739,0,-3.942,1,0.0248,0.194,0.0,0.113,0.224,109.985,4,pop
20900,20900,5J4ZkQpzMUFojo1CtAZYpn,"['Ariana Grande', 'The Weeknd']",My Everything (Deluxe),Love Me Harder,78,236133,False,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4,dance
65001,65001,45OX2jjEw1l7lOFJfDP9fv,['LISA'],LALISA,MONEY,78,168227,False,0.826,0.553,1,-10.121,0,0.234,0.163,4.12e-05,0.135,0.4,140.037,4,k-pop
19952,19952,29zZmiBDLykYYTj7RN6VhV,['Megan Moroney'],Tennessee Orange,Tennessee Orange,78,223119,False,0.38,0.488,9,-6.637,1,0.029,0.126,7.23e-06,0.115,0.268,156.031,3,country
47007,47007,78lgmZwycJ3nzsdgmPPGNx,['Led Zeppelin'],Led Zeppelin III (Remaster),Immigrant Song - Remaster,78,146250,False,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,4,hard-rock
33117,33117,4epHhc2lvhFYzMlKA23O3G,"['6ix9ine', 'Anuel AA']",DUMMY BOY,MALA,78,206550,True,0.72,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.008,4,emo
33066,33066,0S0vWvyZ6Rc79TXkWxT9QA,['Lil Peep'],"Come Over When You're Sober, Pt. 1",Save That Shit,78,231546,True,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,106.0,4,emo
85054,85054,2wVWGFVkL5I3JGsoWBx2AZ,['blink-182'],EDGING,EDGING,78,151533,True,0.606,0.905,5,-3.117,1,0.0518,0.0044,0.0,0.151,0.706,143.952,4,punk-rock
88452,88452,1BkY0N8ChFk2mdLbAUu8ZK,['Musical Youth'],Anthology,Pass The Dutchie,78,205426,False,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,4,reggae
103303,103303,7DfFc7a6Rwfi3YQMRbDMau,['Frank Ocean'],channel ORANGE,Thinkin Bout You,78,200746,False,0.721,0.339,0,-11.195,1,0.0532,0.409,0.00153,0.0973,0.2,129.83,4,soul
8309,8309,1qRA5BS78u3gME0loMl9AA,['Buffalo Springfield'],Buffalo Springfield,For What It's Worth,78,153693,False,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,blues
34025,34025,3u6PxWema1snbjLbFEyjkJ,['Seafret'],Atlantis,Atlantis - Extra Sped Up Version,78,190758,False,0.471,0.561,11,-7.068,0,0.03,0.0472,1.91e-06,0.122,0.215,99.808,4,folk
103457,103457,22UDw8rSfLbUsaAGTXQ4Z8,"['Estelle', 'Kanye West']",Shine,American Boy,78,284733,True,0.727,0.729,0,-2.99,1,0.326,0.171,0.0,0.07,0.512,117.932,4,soul
20311,20311,59qrUpoplZxbIZxk6X0Bm3,['Jason Derulo'],Take You Dancing,Take You Dancing,78,190306,False,0.789,0.711,2,-4.248,1,0.041,0.0332,0.0,0.0876,0.753,112.985,4,dance
14000,14000,5ygDXis42ncn6kYG14lEVG,['Pinkfong'],Pinkfong Animal Songs,Baby Shark,77,80927,False,0.829,0.886,8,-1.746,1,0.112,0.259,0.0,0.0559,0.777,115.056,4,children
56768,56768,41P6Tnd8KIHqON0QIydx6a,['beabadoobee'],Beatopia,the perfect pair,77,177533,False,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,4,indie-pop
31901,31901,5N5k9nd479b1xpDZ4usjrg,"['Calvin Harris', 'Sam Smith', 'Jessie Reyez']",Promises (with Sam Smith),Promises (with Sam Smith),77,213309,False,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,electro
65263,65263,05ib88vsMeLfwlAfrZyz99,['Stray Kids'],MAXIDENT,"TASTE (Lee Know, Hyunjin, Felix)",77,216120,False,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209,4,k-pop
68770,68770,0TkIQ2I48rz4kpk1XpfyHq,"['Rvfv', 'Rels B']",NASTU,Mi Luz (ft. Rels B),77,168000,False,0.705,0.526,6,-6.359,1,0.327,0.509,0.000106,0.0742,0.671,200.031,4,latino
65154,65154,4XKXphKH76W4zNpkgFS5o2,['j-hope'],MORE,MORE,77,180022,False,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,4,k-pop
65007,65007,2kOH2QZB7F7I1iVXqwKuBF,"['Dhanush', 'Anirudh Ravichander']","Mayakkama Kalakkama (From ""Thiruchitrambalam"")","Mayakkama Kalakkama (From ""Thiruchitrambalam"")",77,142258,False,0.789,0.536,9,-5.422,0,0.0424,0.604,2.09e-06,0.088,0.877,124.029,4,k-pop
53910,53910,1HFfMOxCAT4GAwaPfCdmUs,"['Mr. Probz', 'Robin Schulz']",Waves (Robin Schulz Radio Edit),Waves - Robin Schulz Radio Edit,77,208133,False,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4,house
55031,55031,72zHuDxFQTjbL51qJQSA7j,"['Jasleen Royal', 'B Praak', 'Romy', 'Anvita Dutt']","Ranjha (From ""Shershaah"")","Ranjha (From ""Shershaah"")",77,228855,False,0.603,0.573,1,-5.843,1,0.0502,0.478,0.0,0.0971,0.236,82.941,4,indian
53813,53813,1A8j067qyiNwQnZT0bzUpZ,"['Kungs', ""Cookin' On 3 Burners""]",Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),77,195546,False,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,4,house
80043,80043,5urYiIXu1ZhfMAOsp7WDTc,"['Yasser Desai', 'Neha Kakkar', 'Rajat Nagpal']","Dil Ko Karaar Aaya (From ""Sukoon"")","Dil Ko Karaar Aaya (From ""Sukoon"")",77,231486,False,0.55,0.448,11,-9.117,1,0.0366,0.777,0.000459,0.111,0.388,147.986,4,pop-film
68666,68666,2mzDRrBn6M6rWX4bGzd1uQ,['Chimbala'],Feliz,Feliz,77,177240,False,0.848,0.852,8,-2.158,0,0.103,0.373,0.0323,0.0865,0.956,129.995,4,latino
11071,11071,7mjSHL2Eb0kAwiKbvNNyD9,['Yusuf / Cat Stevens'],Tea For The Tillerman (Remastered 2020),Wild World,77,200560,False,0.48,0.542,0,-8.51,1,0.0348,0.345,0.000609,0.113,0.567,152.853,4,british
2150,2150,7brQHA2CgQpcMBiOlfiXYb,['The Neighbourhood'],I Love You.,Afraid,77,251186,True,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,4,alt-rock
25007,25007,4UDmDIqJIbrW0hMBQMFOsM,['Bee Gees'],Staying Alive (Original Motion Picture Soundtrack),Stayin' Alive,77,92866,False,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,disco
64000,64000,1ko2lVN0vKGUl9zrU0qSlT,"['Grover Washington, Jr.', 'Bill Withers']",Anthology,Just the Two of Us (feat. Bill Withers),77,438493,False,0.749,0.497,10,-12.609,0,0.105,0.41,0.0499,0.0504,0.585,95.818,4,jazz
80042,80042,1uJ2czshFLqimctgvsxfv2,"['A.R. Rahman', 'A. R. Reihana', 'Bamba Bakya']","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") [Original Motion Picture Soundtrack]","Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil",77,290526,False,0.687,0.637,10,-9.55,0,0.13,0.12,0.0,0.291,0.56,152.0,4,pop-film
56584,56584,5xo8RrjJ9CVNrtRg2S3B1R,['Phoebe Bridgers'],Stranger in the Alps,Motion Sickness,77,229760,False,0.651,0.546,1,-9.021,1,0.0357,0.774,0.0437,0.0842,0.623,107.021,4,indie-pop
56554,56554,0TZejo18HlJ86OrWNsXKnw,['Strawberry Guy'],Mrs Magic,Mrs Magic,77,208500,False,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542,4,indie-pop
56553,56553,1ixbwbeBi5ufN4noUKmW5a,['M.I.A.'],Kala,Paper Planes,77,205200,False,0.447,0.848,2,-6.175,1,0.222,0.033,7.46e-05,0.65,0.485,172.253,4,indie-pop
65084,65084,4ZxOuNHhpyOj4gv52MtQpT,['BLACKPINK'],As If It's Your Last,As If It's Your Last,77,213264,False,0.786,0.852,8,-2.687,1,0.0813,0.0687,0.0,0.0759,0.455,125.036,4,k-pop
65082,65082,13MF2TYuyfITClL1R2ei6e,['BLACKPINK'],SQUARE ONE,BOOMBAYAH,77,240793,False,0.661,0.836,5,-3.164,0,0.059,0.00268,0.0,0.497,0.396,124.952,4,k-pop
47057,47057,0hCB0YR03f6AmQaHbwWDe8,['Led Zeppelin'],Led Zeppelin II (1994 Remaster),Whole Lotta Love - 1990 Remaster,77,333893,False,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,4,hard-rock
31552,31552,22mek4IiqubGD9ctzxc69s,"['Calvin Harris', 'Disciples']",How Deep is Your Love (feat. Disciples),How Deep is Your Love (feat. Disciples),77,212640,False,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003,4,electro
30302,30302,4TZ2Ub8bZh4LTs06eANDXa,"['Ellie Goulding', 'Speed Radio']",Lights (Sped Up Version),Lights - Sped Up Version,77,190053,False,0.653,0.836,10,-5.626,0,0.0457,0.0452,0.299,0.1,0.804,133.182,4,edm
30310,30310,5WHTFyqSii0lmT9R21abT8,['Mabel'],Ivy To Roses (Mixtape),Don't Call Me Up,77,178480,False,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,4,edm
31603,31603,3Fj47GNK2kUF0uaEDgXLaD,['Billie Eilish'],"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",wish you were gay,77,221543,False,0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,4,electro
3971,3971,6wqJeItl3Vc3az4ZicSQAB,['Slipknot'],Vol. 3: The Subliminal Verses,Before I Forget,77,278600,False,0.291,0.974,6,-2.997,0,0.171,0.0177,5.44e-06,0.886,0.348,134.724,4,alternative
68917,68917,3M23T72K5eqHI2GzdFMMHE,['Anuel AA'],Brother,Brother,77,209578,True,0.592,0.625,10,-6.203,0,0.2,0.618,9.71e-05,0.287,0.555,166.018,4,latino
68950,68950,1khmgu0pveJbkbpbkyvcQv,"['Bad Bunny', 'El Alfa']",X 100PRE,La Romana,77,300579,True,0.655,0.725,0,-5.497,1,0.188,0.0327,0.00264,0.0611,0.326,125.8,4,latino
3718,3718,4e9eGQYsOiBcftrWXwsVco,['System Of A Down'],Toxicity,Aerials,77,235053,False,0.364,0.922,0,-4.217,0,0.0567,0.000915,0.0346,0.0697,0.227,79.342,4,alternative
2601,2601,3FtYbEfBqAlGO46NUDQSAt,['MGMT'],Oracular Spectacular,Electric Feel,77,229640,False,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,3,alt-rock
19665,19665,58UKC45GPNTflCN6nwCUeF,['Walker Hayes'],Country Stuff The Album,Fancy Like,77,161853,False,0.647,0.765,1,-6.459,1,0.06,0.111,0.0,0.315,0.855,79.994,4,country
51023,51023,7B4uYqxTpTOS1sgxFB9Ann,['Sidhu Moose Wala'],The Last Ride,The Last Ride,77,262247,False,0.792,0.647,10,-5.447,0,0.334,0.0299,0.0,0.119,0.638,89.029,4,hip-hop
95750,95750,6srBp90EwADKAF7PorGiUC,"[""Adolescent's Orquesta""]",Ahora Más Que Nunca,Virgen,77,271766,False,0.662,0.776,8,-4.707,1,0.0457,0.715,0.000411,0.106,0.724,90.838,4,salsa
30824,30824,4qtdkdTY1t3RmlmSbWykzR,"['Sigala', 'Talia Mar']",Stay the Night,Stay the Night,77,171954,False,0.636,0.936,7,-2.65,0,0.0729,0.177,0.0,0.0879,0.415,124.034,4,edm
56057,56057,4NZrZgrRoR4GwR7flWOXRI,['Two Feet'],First Steps,Go Fuck Yourself,77,129599,True,0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,4,indie-pop
5007,5007,0UzymivvUH5s8z4PeWZJaK,['ENHYPEN'],BORDER : CARNIVAL,FEVER,77,172106,False,0.6,0.713,6,-5.079,0,0.0592,0.0642,0.0,0.142,0.471,72.999,4,anime
2110,2110,2UREu1Y8CO4jXkbvqAtP7g,['Skillet'],Awake,Monster,77,178013,False,0.64,0.957,8,-2.336,1,0.0741,0.0431,0.0,0.0789,0.692,134.992,4,alt-rock
107004,107004,4ByEFOBuLXpCqvO1kw8Wdm,['Cutting Crew'],Broadcast,(I Just) Died In Your Arms,77,280400,False,0.625,0.726,11,-11.402,0,0.0444,0.0158,0.000169,0.0625,0.507,124.945,4,synth-pop
3263,3263,4Yf5bqU3NK4kNOypcrLYwU,['Linkin Park'],Meteora,Faint,77,162600,False,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,4,alternative
99003,99003,1is8gU4RVcN4J8xItxWoOY,['Clinton Kane'],I GUESS I'M IN LOVE,I GUESS I'M IN LOVE,77,204093,False,0.422,0.34,0,-6.577,1,0.0351,0.877,1.77e-05,0.149,0.223,77.213,4,singer-songwriter
15121,15121,5wwPdWKbDEiybmWkZqsGGn,"['JBee', 'Mixtape Madness']",Next Up - S4-E2,"Next Up - S4-E2, Pt. 1",77,120839,True,0.54,0.585,8,-7.563,0,0.309,0.198,0.0,0.147,0.516,100.289,3,chill
104150,104150,2f0Ft2XdvNSMSY5TUlZgEz,['Pablo Alborán'],Prometo,Saturno,77,253760,False,0.278,0.572,7,-8.295,1,0.0407,0.392,0.0,0.063,0.311,95.351,3,spanish
30405,30405,1I8tHoNBFTuoJAlh4hfVVE,"['Kygo', 'Conrad Sewell']",Cloud Nine,Firestone,77,271640,False,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4,edm
30450,30450,127uq83uGFapbddqiMUKky,"['David Guetta', 'Akon']",One More Love,Sexy Bitch (feat. Akon),77,195853,True,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011,4,edm
30522,30522,4lhqb6JvbHId48OUJGwymk,['Avicii'],True,Hey Brother,77,255093,False,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4,edm
31560,31560,38GBNKZUhfBkk3oNlWzRYd,['Billie Eilish'],Happier Than Ever,NDA,77,195776,True,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,4,electro
19666,19666,4yugZvBYaoREkJKtbG08Qr,['Eagles'],Eagles (2013 Remaster),Take It Easy - 2013 Remaster,77,211577,False,0.575,0.67,7,-10.39,1,0.0318,0.343,4.95e-06,0.129,0.74,139.191,4,country
80011,80011,2eTkxblLeqdTSsb2ivafDX,"['Ankit Tiwari', 'Manoj Muntashir']","Galliyan Returns (From ""Ek Villain Returns"")","Galliyan Returns (From ""Ek Villain Returns"")",77,350011,False,0.43,0.612,10,-5.534,0,0.0392,0.432,2.29e-06,0.0955,0.241,85.959,4,pop-film
31669,31669,042Sl6Mn83JHyLEqdK7uI0,['Billie Eilish'],Happier Than Ever,Your Power,77,245896,False,0.632,0.284,9,-14.025,0,0.0801,0.932,0.000476,0.233,0.208,129.642,4,electro
65086,65086,3ABi5sVjvEp08IQEKh8BmG,['BLACKPINK'],BORN PINK,Yeah Yeah Yeah,77,178923,False,0.732,0.555,1,-7.902,0,0.034,0.00522,4.65e-06,0.0586,0.65,124.011,4,k-pop
11069,11069,2PzU4IB8Dr6mxV3lHuaG34,['The Rolling Stones'],Out Of Our Heads,(I Can't Get No) Satisfaction - Mono Version,77,222813,False,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,british
11018,11018,7iN1s7xHE4ifF5povM6A48,['The Beatles'],Let It Be (Remastered),Let It Be - Remastered 2009,77,243026,False,0.443,0.403,0,-8.339,1,0.0322,0.631,0.0,0.111,0.41,143.462,4,british
11055,11055,2EqlS6tkEnglzr7tkKAAYD,['The Beatles'],Abbey Road (Remastered),Come Together - Remastered 2009,77,259946,False,0.533,0.376,9,-11.913,0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4,british
34382,34382,70C4NyhjD5OZUMzvWZ3njJ,['Billy Joel'],Piano Man (Legacy Edition),Piano Man,77,339000,False,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,folk
68609,68609,1yoMvmasuxZfqHEipJhRbp,['Maluma'],PAPI JUANCHO,Hawái,77,199112,False,0.783,0.727,6,-3.454,0,0.389,0.185,2.46e-05,0.0626,0.558,180.067,4,latino
5021,5021,7v8wKvNQQIxkugCFFjrkaO,['Aimer'],残響散歌,残響散歌,77,184893,False,0.367,0.896,11,-4.002,1,0.091,0.000627,0.0,0.207,0.38,170.863,4,anime
56826,56826,3pANfZVFdtuVnJsE6xa5Ox,['Mitski'],Be the Cowboy,Me and My Husband,77,137141,False,0.497,0.638,1,-5.31,1,0.0274,0.0467,0.0,0.385,0.77,172.01,4,indie-pop
37908,37908,5cZqsjVs6MevCnAkasbEOX,['Limp Bizkit'],Significant Other,Break Stuff,77,166706,True,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,4,funk
65301,65301,6wBpO4Xc4YgShnENGSFA1M,['LE SSERAFIM'],FEARLESS,Sour Grapes,77,196540,False,0.779,0.801,6,-5.564,0,0.0457,0.395,0.0,0.108,0.72,139.998,4,k-pop
57352,57352,2IWtloZYQDcP8Ashwx8QEF,['Phantogram'],Voices,Black Out Days,77,227160,False,0.542,0.795,4,-3.63,0,0.0368,0.00506,0.019,0.0851,0.431,92.234,4,indie
81212,81212,0b11D9D0hMOYCIMN3OKreM,"['Witt Lowry', 'Ava Max']",Into Your Arms (feat. Ava Max),Into Your Arms (feat. Ava Max),77,186022,True,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,4,pop
67956,67956,6x4tKaOzfNJpEJHySoiJcs,['Lou Bega'],A Little Bit of Mambo,Mambo No. 5 (a Little Bit of...),77,220293,False,0.622,0.807,5,-6.752,0,0.408,0.103,0.0,0.306,0.892,174.06,4,latin
33008,33008,5de9Ho64dovuQI8Uhn5gPD,['XXXTENTACION'],Revenge,I Don't Wanna Do This Anymore,77,87560,True,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,4,emo
81918,81918,3z06k8YF9CqX0CGFrlekOK,['vaultboy'],everything sucks,everything sucks,77,115401,True,0.76,0.371,6,-8.964,1,0.0531,0.00772,0.0,0.0785,0.653,138.023,4,pop
20406,20406,3Z8FwOEN59mRMxDCtb8N0A,"['Marshmello', 'Halsey']",Be Kind (with Halsey),Be Kind (with Halsey),77,172761,False,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,4,dance
91609,91609,7pKfPomDEeI4TPT6EOYjn9,['John Lennon'],Imagine,Imagine - Remastered 2010,77,187866,False,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,4,rock
91503,91503,5rgy6ghBq1eRApCkeUdJXf,"['fun.', 'Janelle Monáe']",Some Nights,We Are Young (feat. Janelle Monáe),77,250626,False,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,4,rock
38013,38013,11jRCxY01k9jvCdUru0EeP,['Arctic Monkeys'],Body Paint,Body Paint,77,290584,False,0.56,0.313,7,-11.653,0,0.0627,0.567,0.0,0.0767,0.254,144.745,4,garage
38017,38017,0yowbJnnbTLpr99f9l1uba,['Arctic Monkeys'],There’d Better Be A Mirrorball,There’d Better Be A Mirrorball,77,265798,False,0.513,0.369,3,-10.899,1,0.0307,0.634,0.0139,0.186,0.311,72.062,4,garage
65951,65951,4fsQ0K37TOXa3hEQfjEic1,['LE SSERAFIM'],ANTIFRAGILE,ANTIFRAGILE,77,184444,False,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,4,k-pop
8254,8254,5EWPGh7jbTNO2wakv8LjUI,['Lynyrd Skynyrd'],Pronounced' Leh-'Nerd 'Skin-'Nerd,Free Bird,77,547106,False,0.249,0.834,0,-8.21,1,0.0577,0.0738,9.48e-05,0.0924,0.338,118.223,4,blues
56650,56650,3M5azWqeZbfoVkGXygatlb,['Muni Long'],Public Displays Of Affection,Hrs & Hrs,77,204316,True,0.523,0.521,6,-4.746,1,0.159,0.607,0.0,0.107,0.661,133.953,3,indie-pop
19751,19751,4w3tQBXhn5345eUXDGBWZG,['Dolly Parton'],9 To 5 And Odd Jobs,9 to 5,77,162466,False,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,country
91915,91915,34x6hEJgGAOQvmlMql5Ige,['Kenny Loggins'],"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins","Danger Zone - From ""Top Gun"" Original Soundtrack",77,215133,False,0.544,0.897,3,-6.056,0,0.0471,0.241,0.0,0.13,0.647,157.17,4,rock
5039,5039,6PRy17C5LiiN7VCLS6IA98,['ENHYPEN'],MANIFESTO : DAY 1,Future Perfect (Pass the MIC),77,180750,False,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,anime
2851,2851,51c94ac31swyDQj9B3Lzs3,['Deftones'],White Pony,Change (In the House of Flies),77,299533,False,0.269,0.853,7,-4.647,0,0.0854,0.000249,0.000246,0.118,0.179,141.581,4,alt-rock
8000,8000,5MAK1nd8R6PWnle1Q1WJvh,['Everybody Loves an Outlaw'],I See Red,I See Red,77,230613,False,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3,blues
20867,20867,5Gu0PDLN4YJeW75PpBSg9p,"['Hailee Steinfeld', 'Alesso', 'Florida Georgia Line', 'WATT']","Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",77,174800,False,0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,4,dance
2304,2304,0KzAbK6nItSqNh8q70tb0K,['Pixies'],Death to the Pixies,Where Is My Mind?,77,229226,False,0.513,0.442,4,-13.529,1,0.0343,0.00731,0.000838,0.0878,0.243,81.201,4,alt-rock
103713,103713,5LxvwujISqiB8vpRYv887S,['The Jackson 5'],Diana Ross Presents The Jackson 5,I Want You Back,77,176333,False,0.469,0.538,8,-13.559,1,0.0571,0.305,0.00012,0.37,0.886,196.605,4,soul
51251,51251,0F7FA14euOIX8KcbEturGH,['Lil Nas X'],7 EP,Old Town Road,77,113000,False,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,4,hip-hop
11012,11012,48CKzGWOC65n8a8kdANJV8,['Paloma Faith'],Only Love Can Hurt Like This (Slowed Down Version),Only Love Can Hurt Like This - Slowed Down Version,77,257743,False,0.554,0.854,6,-6.263,0,0.0567,0.102,9.26e-05,0.554,0.387,82.012,4,british
20120,20120,3TcL0dyCMyr0kyTTc4NLgI,['Selena Gomez & The Scene'],When The Sun Goes Down,Who Says,77,195613,False,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,4,dance
20108,20108,6VrLYoQKdhu1Jruei06t65,['The Vamps'],Meet The Vamps,Somebody To You,77,185097,False,0.526,0.818,3,-5.952,1,0.0358,0.0587,0.0,0.333,0.896,171.96,4,dance
85057,85057,2Cdvbe2G4hZsnhNMKyGrie,['Joan Jett & the Blackhearts'],I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,77,175173,False,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,4,punk-rock
33233,33233,0a7BloCiNzLDD9qSQHh5m7,['Fall Out Boy'],From Under The Cork Tree,"Dance, Dance",77,180266,False,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,4,emo
33184,33184,7lRlq939cDG4SzWOF4VAnd,['My Chemical Romance'],Three Cheers for Sweet Revenge,I'm Not Okay (I Promise),77,186480,True,0.21,0.94,9,-3.427,1,0.123,0.00602,0.0,0.269,0.255,179.722,4,emo
33128,33128,7svpAkwc6xaSxlbZ7V7JiS,['salvia palth'],melanchole,i was all over her,77,161462,False,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,4,emo
